occ,statecensus,Fraction of Workforce,description
4420,62,1e-6,"Ushers, lobby attendants, and ticket takers"
5920,62,9e-6,Statistical assistants
2025,62,1.3e-5,"Miscellaneous community and social service specialists, including health educators and community health workers"
8710,62,6e-6,Cutting workers
3840,62,7e-6,Parking enforcement workers
3647,62,3e-6,Pharmacy aides
2825,62,8e-6,Public relations specialists
9750,62,7e-6,"Material moving workers, all other"
6010,74,1e-6,Agricultural inspectors
0330,74,1.1e-5,Gaming managers
1710,74,4e-6,Atmospheric and space scientists
6740,74,4e-6,Rail-track laying and maintenance equipment operators
5010,74,1.3e-5,"Switchboard operators, including answering service"
7350,87,0,"Maintenance workers, machinery"
3840,87,2e-6,Parking enforcement workers
1600,87,0,Agricultural and food scientists
5230,87,1e-6,"Credit authorizers, checkers, and clerks"
2400,87,3e-6,"Archivists, curators, and museum technicians"
1106,87,9e-6,Computer network architects
0830,87,1e-6,Credit analysts
8640,87,5e-6,"Chemical processing machine setters, operators, and tenders"
2810,87,5e-6,"News analysts, reporters, and correspondents"
3220,13,0,Respiratory therapists
3648,13,1e-6,Veterinary assistants and labratory animal caretakers
8010,13,0,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic"
3955,13,2e-6,"Lifeguards and other recreational, and all other protective service workers"
0725,13,1e-6,"Meeting, convention, and event planners"
7420,13,1e-6,Telecommunications line installers and repairers
2105,13,0,Judicial law clerks
9750,13,0,"Material moving workers, all other"
5100,13,0,Bill and account collectors
3945,13,1e-6,Transportation security screeners
7850,13,0,Food cooking machine operators and tenders
3910,54,1.7e-5,Private detectives and investigators
7850,54,3e-6,Food cooking machine operators and tenders
2025,54,8e-6,"Miscellaneous community and social service specialists, including health educators and community health workers"
4240,54,7e-6,Pest control workers
9750,54,1.8e-5,"Material moving workers, all other"
5100,54,2.4e-5,Bill and account collectors
8710,54,2.4e-5,Cutting workers
8600,54,4e-6,"Power plant operators, distributors, and dispatchers"
3210,54,2e-6,Recreational therapists
7430,91,2.3e-5,Precision instrument and equipment repairers
1200,91,1.2e-5,Actuaries
4830,91,1.8e-5,Travel agents
8720,91,2e-6,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders"
0735,91,5.5e-5,Market research analysts and marketing specialists
9610,91,3.3e-5,Cleaners of vehicles and equipment
5130,91,2e-6,Gaming cage workers
8750,91,7e-6,Jewelers and precious stone and metal workers
9360,91,1.3e-5,Service station attendants
7130,91,5e-6,Security and fire alarm systems installers
9420,55,0,Other transportation workers
3610,55,0,Occupational therapist assistants and aides
5130,55,0,Gaming cage workers
7740,55,1e-6,Structural metal fabricators and fitters
8000,55,2e-6,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
0330,55,1e-6,Gaming managers
5100,35,4e-6,Bill and account collectors
1740,35,5e-6,Environmental scientists and geoscientists
4540,35,7e-6,Tour and travel guides
2840,35,6e-6,Technical writers
3258,35,2.3e-5,Nurse practitioners
8830,35,3e-6,Photographic process workers and processing machine operators
8310,35,3e-6,"Pressers, textile, garment, and related materials"
6700,35,6e-6,Elevator installers and repairers
2550,35,1.4e-5,"Other education, training, and library workers"
8920,35,1e-6,"Molders, shapers, and casters, except metal and plastic"
0910,83,3e-6,Loan counselors and officers
4400,83,1e-6,Gaming services workers
4830,83,0,Travel agents
1005,83,0,Computer and information research scientists
3258,83,1e-6,Nurse practitioners
2740,83,0,Dancers and choreographers
7740,83,0,Structural metal fabricators and fitters
1650,83,1e-6,Medical scientists
0650,83,1e-6,Training and development specialists
3010,83,2e-6,Dentists
4465,83,0,"Morticians, undertakers, and funeral directors (2011 forward)"
7855,83,1e-6,"Food processing workers, all other"
5165,83,1e-6,"Financial clerks, all other"
7430,63,2e-6,Precision instrument and equipment repairers
1400,63,3e-6,Computer hardware engineers
0600,63,3e-6,Cost estimators
9750,63,6e-6,"Material moving workers, all other"
7550,63,2e-6,Manufactured building and mobile home installers
8710,63,6e-6,Cutting workers
6210,63,4e-6,Boilermakers
5100,63,1.3e-5,Bill and account collectors
4400,63,1e-6,Gaming services workers
9040,63,2e-6,Air traffic controllers and airfield operations specialists
0840,94,3e-6,Financial analysts
8810,94,1e-6,Painting workers
0540,94,2e-6,"Claims adjusters, appraisers, examiners, and investigators"
9410,94,1e-6,Transportation inspectors
0140,94,2e-6,Industrial production managers
2700,94,0,Actors
8800,94,1e-6,Packaging and filling machine operators and tenders
1920,94,0,Chemical technicians
5920,86,7e-6,Statistical assistants
4420,86,8e-6,"Ushers, lobby attendants, and ticket takers"
8510,86,1e-6,Furniture finishers
5800,86,8e-6,Computer operators
7350,86,4e-6,"Maintenance workers, machinery"
9415,86,8e-6,"Transportation attendants, except flight attendants"
1240,86,1.2e-5,Miscellaneous mathematical science occupations
8630,86,6e-6,Miscellaneous plant and system operators
6600,86,4e-6,"Helpers, construction trades"
3520,71,2e-6,"Opticians, dispensing"
9040,71,2e-6,Air traffic controllers and airfield operations specialists
4900,71,3e-6,"Models, demonstrators, and product promoters"
6530,71,3e-6,Solar Photovoltaic Installers
5550,71,1.8e-5,Postal service mail carriers
3640,71,8e-6,Dental assistants
6300,93,9e-6,"Paving, surfacing, and tamping equipment operators"
6940,93,1.5e-5,Other extraction workers
9650,93,1e-6,Pumping station operators
7740,93,1e-5,Structural metal fabricators and fitters
7560,93,2e-6,Riggers
4740,84,1.1e-5,Counter and rental clerks
5410,84,3e-6,Reservation and transportation ticket agents and travel clerks
5200,84,3e-6,Brokerage clerks
5330,84,1.4e-5,Loan interviewers and clerks
4750,84,8e-6,Parts salespersons
3720,84,7e-6,First-line supervisors/managers of fire fighting and preventions workers
4950,84,1e-5,"Door-to-door sales workers, news and street vendors, and related workers"
3940,84,4e-6,Crossing guards
9560,84,2e-6,Hoist and winch operators
4420,84,4e-6,"Ushers, lobby attendants, and ticket takers"
9510,84,7e-6,Crane and tower operators
7510,16,4e-6,"Coin, vending, and amusement machine servicers and repairers"
0640,16,4e-6,"Compensation, benefits, and job analysis specialists"
2825,16,1e-5,Public relations specialists
6100,16,6e-6,Fishers and related fishing workers
2015,16,2.2e-5,Probation officers and correctional treatment specialists
1060,16,4e-6,Database administrators
6520,16,9e-6,Sheet metal workers
1340,16,3e-6,Biomedical engineers
9600,16,6e-6,Industrial truck and tractor operators
1005,16,3e-6,Computer and information research scientists
9050,16,1e-6,Flight attendants
7030,16,1e-6,Avionics technicians
8320,16,1e-5,Sewing machine operators
6710,16,7e-6,Fence erectors
8910,16,3e-6,Etchers and engravers
8310,16,2e-6,"Pressers, textile, garment, and related materials"
7150,16,1e-6,Automotive body and related repairers
8450,51,1e-6,Upholsterers
3200,51,1e-6,Radiation therapists
1410,51,3e-6,Electrical and electronics engineers
5850,51,0,"Mail clerks and mail machine operators, except postal service"
9420,51,0,Other transportation workers
0810,51,1e-6,Appraisers and assessors of real estate
2060,51,1e-6,"Religious workers, all other"
5800,53,1e-6,Computer operators
3260,53,1e-6,"Health diagnosing and treating practitioners, all other"
9050,53,1e-6,Flight attendants
7000,53,1e-6,"First-line supervisors/managers of mechanics, installers, and repairers"
2760,53,1e-6,"Entertainers and performers, sports and related workers, all other"
3400,53,2e-6,Emergency medical technicians and paramedics
4210,53,1e-6,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
3800,53,1e-6,"Bailiffs, correctional officers, and jailers"
3647,53,0,Pharmacy aides
8640,53,1e-6,"Chemical processing machine setters, operators, and tenders"
6100,53,1e-6,Fishers and related fishing workers
5130,53,0,Gaming cage workers
0950,59,1.6e-5,"Financial specialists, all other"
0510,59,8e-6,"Purchasing agents and buyers, farm products"
1910,59,7e-6,Biological technicians
7350,59,5e-6,"Maintenance workers, machinery"
9520,59,1.3e-5,"Dredge, excavating, and loading machine operators"
8930,59,1.1e-5,"Paper goods machine setters, operators, and tenders"
1310,59,1.7e-5,"Surveyors, cartographers, and photogrammetrists"
4940,58,1.4e-5,Telemarketers
6765,58,4e-6,Miscellaneous construction and related workers
5850,58,1.2e-5,"Mail clerks and mail machine operators, except postal service"
5410,58,2.7e-5,Reservation and transportation ticket agents and travel clerks
3840,58,3e-6,Parking enforcement workers
7940,58,4e-6,"Rolling machine setters, operators, and tenders, metal and plastic"
8650,58,1.1e-5,"Crushing, grinding, polishing, mixing, and blending workers"
0330,95,0,Gaming managers
3720,95,3e-6,First-line supervisors/managers of fire fighting and preventions workers
4420,95,3e-6,"Ushers, lobby attendants, and ticket takers"
4640,95,2e-6,Residential advisors
7950,95,0,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
8450,95,1e-6,Upholsterers
1700,95,1e-6,Astronomers and physicists
7740,95,0,Structural metal fabricators and fitters
2700,82,1e-6,Actors
7040,82,2e-6,"Electric motor, power tool, and related repairers"
8540,82,2e-6,"Woodworking machine setters, operators, and tenders, except sawing"
2440,82,2e-6,Library technicians
4500,82,1e-6,Barbers
1320,33,1.3e-5,Aerospace engineers
3945,33,2e-6,Transportation security screeners
0640,33,4e-6,"Compensation, benefits, and job analysis specialists"
8450,33,3e-6,Upholsterers
1710,33,2e-6,Atmospheric and space scientists
8250,32,7e-6,Prepress technicians and workers
7130,32,8e-6,Security and fire alarm systems installers
3640,32,1.9e-5,Dental assistants
1320,32,4e-6,Aerospace engineers
2400,32,2e-6,"Archivists, curators, and museum technicians"
8860,32,2e-6,"Cleaning, washing, and metal pickling equipment operators and tenders"
8720,32,1.6e-5,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders"
7040,32,2e-6,"Electric motor, power tool, and related repairers"
7130,42,4e-6,Security and fire alarm systems installers
1760,42,2.2e-5,"Physical scientists, all other"
9750,42,5e-6,"Material moving workers, all other"
3230,42,2e-6,Speech-language pathologists
1106,42,3e-6,Computer network architects
1560,42,4e-6,Surveying and mapping technicians
3610,42,4e-6,Occupational therapist assistants and aides
7900,42,5e-6,Computer control programmers and operators
3620,42,5e-6,Physical therapist assistants and aides
7350,42,4e-6,"Maintenance workers, machinery"
1340,42,2e-6,Biomedical engineers
9360,42,3e-6,Service station attendants
3750,42,1e-6,Fire inspectors
8300,42,6e-6,Laundry and dry-cleaning workers
3646,42,4e-6,Medical transcriptionists
3630,42,4e-6,Massage therapists
1650,47,9e-6,Medical scientists
5910,47,1e-6,Proofreaders and copy markers
9720,47,2e-6,Refuse and recyclable material collectors
6515,61,1.7e-5,Roofers
6220,61,7e-6,"Brickmasons, blockmasons, and stonemasons"
7900,61,1e-5,Computer control programmers and operators
3955,61,7e-6,"Lifeguards and other recreational, and all other protective service workers"
1900,61,4e-6,Agricultural and food science technicians
8910,61,2e-6,Etchers and engravers
2840,61,5e-6,Technical writers
3700,61,3e-6,First-line supervisors/managers of correctional officers
6660,61,6e-6,Construction and building inspectors
3210,61,4e-6,Recreational therapists
6300,61,5e-6,"Paving, surfacing, and tamping equipment operators"
2900,61,7e-6,Broadcast and sound engineering technicians and radio operators
0810,61,5e-6,Appraisers and assessors of real estate
2920,72,1e-6,"Television, video, and motion picture camera operators and editors"
1860,72,9e-6,Miscellaneous social scientists and related workers
4340,72,4e-6,Animal trainers
2840,72,2e-6,Technical writers
3256,72,4e-6,Nurse anesthetists
1640,72,2e-6,Conservation scientists and foresters
2760,72,4e-6,"Entertainers and performers, sports and related workers, all other"
0740,72,1e-5,"Business operations specialists, all other"
4040,11,1.1e-5,Bartenders
8130,11,0,Tool and die makers
1610,11,6e-6,Biological scientists
7840,11,6e-6,Food batchmakers
5165,11,5e-6,"Financial clerks, all other"
5360,11,1e-6,"Human resources assistants, except payroll and timekeeping"
1060,11,3e-6,Database administrators
6720,11,1e-6,Hazardous materials removal workers
6250,52,1e-6,"Cement masons, concrete finishers, and terrazzo workers"
7900,52,1e-6,Computer control programmers and operators
6720,52,1.4e-5,Hazardous materials removal workers
7010,52,1.3e-5,"Computer, automated teller, and office machine repairers"
6820,52,2e-6,"Earth drillers, except oil and gas"
9040,14,4e-6,Air traffic controllers and airfield operations specialists
7240,14,5e-6,Small engine mechanics
1340,14,1.2e-5,Biomedical engineers
0360,14,6e-6,Natural sciences managers
6360,14,3e-6,Glaziers
1005,14,6e-6,Computer and information research scientists
8530,14,3e-6,"Sawing machine setters, operators, and tenders, wood"
7610,14,1e-6,"Helpers--installation, maintenance, and repair workers"
7730,14,3e-6,Engine and other machine assemblers
1840,14,3e-6,Urban and regional planners
8620,14,1.1e-5,Water and liquid waste treatment plant and system operators
1920,14,4e-6,Chemical technicians
4460,14,3e-6,Funeral service workers 
1910,14,1.8e-5,Biological technicians
1310,34,2.6e-5,"Surveyors, cartographers, and photogrammetrists"
5500,34,5e-6,Cargo and freight agents
9300,34,1e-5,Sailors and marine oilers
2830,34,2e-5,Editors
6710,34,1e-6,Fence erectors
8000,34,1.1e-5,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
7260,34,5e-6,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers"
5920,34,4e-6,Statistical assistants
6300,34,4e-6,"Paving, surfacing, and tamping equipment operators"
9200,34,3e-6,Locomotive engineers and operators
3540,41,6e-6,Other healthcare practitioners and technical occupations
2825,41,1.6e-5,Public relations specialists
7020,41,1.4e-5,Radio and telecommunications equipment installers and repairers
0940,41,9e-6,Tax preparers
1350,41,6e-6,Chemical engineers
1340,41,5e-6,Biomedical engineers
3030,41,2.3e-5,Dietitians and nutritionists
9650,41,3e-6,Pumping station operators
5500,41,1e-6,Cargo and freight agents
3620,41,7e-6,Physical therapist assistants and aides
2840,41,9e-6,Technical writers
5230,41,5e-6,"Credit authorizers, checkers, and clerks"
4460,41,9e-6,Funeral service workers 
5250,41,1.2e-5,"Eligibility interviewers, government programs"
1610,64,4e-6,Biological scientists
6400,64,7e-6,Insulation workers
2400,64,1e-6,"Archivists, curators, and museum technicians"
